year,division,station,station_code,offence_code,offence_category,offence_group,incident_count
2007,DMR North Division,Garristown,63102,11,Weapons and explosives offences (11),Weapons and explosives offences,0
2007,DMR North Division,Garristown,63102,12,Damage to property and to the environment  offences (12),Damage to property & environment,4
2007,DMR North Division,Garristown,63102,13,Public order and other social code offences (13),Public order & social code offences,0
2007,DMR North Division,Garristown,63102,14,Road and traffic offences (14),Road and traffic offences,6
2007,DMR North Division,Garristown,63102,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",0
2007,DMR North Division,Garristown,63102,16,Offences not elsewhere classified (16),Offences not elsewhere classified,1
2007,DMR North Division,Lusk,63103,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",49
2007,DMR North Division,Lusk,63103,04,Dangerous or negligent acts (04),Dangerous or negligent acts,85
2007,DMR North Division,Lusk,63103,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2007,DMR North Division,Lusk,63103,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",7
2007,DMR North Division,Lusk,63103,07,Burglary and related offences (07),Burglary and related offences,106
2007,DMR North Division,Lusk,63103,08,Theft and related offences (08),Theft and related offences,163
2007,DMR North Division,Lusk,63103,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",9
2007,DMR North Division,Lusk,63103,10,Controlled drug offences (10),Controlled drug offences,13
2007,DMR North Division,Lusk,63103,11,Weapons and explosives offences (11),Weapons and explosives offences,4
2007,DMR North Division,Lusk,63103,12,Damage to property and to the environment  offences (12),Damage to property & environment,97
2007,DMR North Division,Lusk,63103,13,Public order and other social code offences (13),Public order & social code offences,80
2007,DMR North Division,Lusk,63103,14,Road and traffic offences (14),Road and traffic offences,127
2007,DMR North Division,Lusk,63103,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",12
2007,DMR North Division,Lusk,63103,16,Offences not elsewhere classified (16),Offences not elsewhere classified,2
2007,DMR North Division,Skerries,63105,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",35
2007,DMR North Division,Skerries,63105,04,Dangerous or negligent acts (04),Dangerous or negligent acts,34
2007,DMR North Division,Skerries,63105,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2007,DMR North Division,Skerries,63105,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",6
2007,DMR North Division,Skerries,63105,07,Burglary and related offences (07),Burglary and related offences,65
2007,DMR North Division,Skerries,63105,08,Theft and related offences (08),Theft and related offences,116
2007,DMR North Division,Skerries,63105,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",5
2007,DMR North Division,Skerries,63105,10,Controlled drug offences (10),Controlled drug offences,8
2007,DMR North Division,Skerries,63105,11,Weapons and explosives offences (11),Weapons and explosives offences,3
2007,DMR North Division,Skerries,63105,12,Damage to property and to the environment  offences (12),Damage to property & environment,99
2007,DMR North Division,Skerries,63105,13,Public order and other social code offences (13),Public order & social code offences,51
2007,DMR North Division,Skerries,63105,14,Road and traffic offences (14),Road and traffic offences,62
2007,DMR North Division,Skerries,63105,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",4
2007,DMR North Division,Skerries,63105,16,Offences not elsewhere classified (16),Offences not elsewhere classified,2
2007,DMR North Division,Ballymun,63201,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",176
2007,DMR North Division,Ballymun,63201,04,Dangerous or negligent acts (04),Dangerous or negligent acts,293
2007,DMR North Division,Ballymun,63201,05,Kidnapping and related offences (05),Kidnapping and related offences,1
2007,DMR North Division,Ballymun,63201,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",28
2007,DMR North Division,Ballymun,63201,07,Burglary and related offences (07),Burglary and related offences,150
2007,DMR North Division,Ballymun,63201,08,Theft and related offences (08),Theft and related offences,653
2007,DMR North Division,Ballymun,63201,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",41
2007,DMR North Division,Ballymun,63201,10,Controlled drug offences (10),Controlled drug offences,166
2007,DMR North Division,Ballymun,63201,11,Weapons and explosives offences (11),Weapons and explosives offences,71
2007,DMR North Division,Ballymun,63201,12,Damage to property and to the environment  offences (12),Damage to property & environment,558
2007,DMR North Division,Ballymun,63201,13,Public order and other social code offences (13),Public order & social code offences,379
2007,DMR North Division,Ballymun,63201,14,Road and traffic offences (14),Road and traffic offences,787
2007,DMR North Division,Ballymun,63201,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",43
2007,DMR North Division,Ballymun,63201,16,Offences not elsewhere classified (16),Offences not elsewhere classified,16
2007,DMR North Division,Dublin Airport,63202,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",11
2007,DMR North Division,Dublin Airport,63202,04,Dangerous or negligent acts (04),Dangerous or negligent acts,46
2007,DMR North Division,Dublin Airport,63202,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2007,DMR North Division,Dublin Airport,63202,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",0
2007,DMR North Division,Dublin Airport,63202,07,Burglary and related offences (07),Burglary and related offences,7
2007,DMR North Division,Dublin Airport,63202,08,Theft and related offences (08),Theft and related offences,181
2007,DMR North Division,Dublin Airport,63202,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",123
2007,DMR North Division,Dublin Airport,63202,10,Controlled drug offences (10),Controlled drug offences,47
2007,DMR North Division,Dublin Airport,63202,11,Weapons and explosives offences (11),Weapons and explosives offences,16
2007,DMR North Division,Dublin Airport,63202,12,Damage to property and to the environment  offences (12),Damage to property & environment,32
2007,DMR North Division,Dublin Airport,63202,13,Public order and other social code offences (13),Public order & social code offences,136
2007,DMR North Division,Dublin Airport,63202,14,Road and traffic offences (14),Road and traffic offences,92
2007,DMR North Division,Dublin Airport,63202,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",28
2007,DMR North Division,Dublin Airport,63202,16,Offences not elsewhere classified (16),Offences not elsewhere classified,387
2007,DMR North Division,Santry,63203,03,"Attempts/threats to murder, assaults, harassments and related offences (03)","Assaults, threats & harassment",132
2007,DMR North Division,Santry,63203,04,Dangerous or negligent acts (04),Dangerous or negligent acts,3083
2007,DMR North Division,Santry,63203,05,Kidnapping and related offences (05),Kidnapping and related offences,0
2007,DMR North Division,Santry,63203,06,"Robbery, extortion and hijacking offences (06)","Robbery, extortion & hijacking",51
2007,DMR North Division,Santry,63203,07,Burglary and related offences (07),Burglary and related offences,277
2007,DMR North Division,Santry,63203,08,Theft and related offences (08),Theft and related offences,932
2007,DMR North Division,Santry,63203,09,"Fraud, deception and related offences (09)","Fraud, deception & related offences",53
2007,DMR North Division,Santry,63203,10,Controlled drug offences (10),Controlled drug offences,77
2007,DMR North Division,Santry,63203,11,Weapons and explosives offences (11),Weapons and explosives offences,31
2007,DMR North Division,Santry,63203,12,Damage to property and to the environment  offences (12),Damage to property & environment,475
2007,DMR North Division,Santry,63203,13,Public order and other social code offences (13),Public order & social code offences,386
2007,DMR North Division,Santry,63203,14,Road and traffic offences (14),Road and traffic offences,1653
2007,DMR North Division,Santry,63203,15,"Offences against government, justice procedures and organisation of crime (15)","Government, justice & organised crime offences",44
2007,DMR North Division,Santry,63203,16,Offences not elsewhere classified (16),Offences not elsewhere classified,4
